AusweisNr,Geschlecht,Veranstaltung,Bundesland,Inhalt,Kompetenz,Schwierigkeitsgrad,Empfohlen,AlterInJahren,Lehrabschluss,Matura,WG
29879,Frau,Projekt,Steiermark,8,10,7,True,25,True,False,False
29880,Frau,Übung,Kärnten,2,7,1,True,22,False,True,False
29881,Frau,Übung,Kärnten,9,8,7,False,24,False,True,True
29882,Mann,Vorlesung,Steiermark,10,3,9,True,22,False,True,False
29883,Mann,Vorlesung,Wien,7,10,3,False,20,False,True,True
29884,Frau,Projekt,Steiermark,8,10,4,False,22,False,False,False
29885,Frau,Übung,Steiermark,2,7,9,True,30,False,True,False
29886,Frau,Übung,Wien,2,7,2,False,23,True,True,True
29887,Mann,Übung,Wien,9,8,2,True,31,True,True,True
29888,Mann,Vorlesung,Steiermark,10,3,8,False,21,True,True,False
29889,Frau,Vorlesung,Kärnten,7,10,1,False,30,False,True,False
29890,Frau,Projekt,Kärnten,8,10,9,True,27,True,False,False
29891,Frau,Übung,Steiermark,2,7,4,False,25,True,True,False
29892,Mann,Vorlesung,Wien,9,8,5,False,22,False,True,False
29893,Mann,Vorlesung,Steiermark,10,3,9,True,22,False,True,False
29894,Frau,Projekt,Steiermark,10,10,4,False,24,False,False,True
29895,Frau,Übung,Kärnten,8,0,2,False,22,False,False,False
29896,Frau,Übung,Kärnten,7,10,3,False,20,False,True,True
29897,Mann,Vorlesung,Steiermark,8,10,1,True,31,True,False,False
29898,Mann,Vorlesung,Wien,2,7,0,False,21,True,True,True
29899,Frau,Projekt,Steiermark,9,8,2,True,31,True,True,False
29900,Frau,Übung,Steiermark,10,3,1,True,26,False,True,True
29901,Frau,Übung,Wien,9,8,6,True,23,True,True,True
29902,Mann,Vorlesung,Wien,10,3,4,False,29,True,True,True
29903,Mann,Vorlesung,Steiermark,2,7,2,False,23,True,True,False
29904,Frau,Projekt,Kärnten,9,8,5,False,22,False,True,False
29905,Frau,Übung,Kärnten,10,3,1,True,26,False,True,True
29906,Frau,Übung,Steiermark,10,10,6,False,26,False,False,True
29907,Mann,Vorlesung,Wien,8,0,3,True,23,True,False,False
29908,Mann,Vorlesung,Steiermark,7,10,4,True,21,True,True,False
29909,Mann,Projekt,Kärnten,8,10,9,True,27,True,False,False
29910,Frau,Übung,Kärnten,2,7,1,True,22,False,True,False
29911,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
29912,Frau,Vorlesung,Wien,10,3,9,True,22,False,True,False
29913,Mann,Vorlesung,Steiermark,9,8,7,False,24,False,True,True
29914,Frau,Projekt,Steiermark,10,10,1,True,21,True,False,False
29915,Frau,Übung,Steiermark,8,0,9,True,29,True,False,False
29916,Frau,Übung,Wien,7,10,2,True,31,True,True,True
29917,Mann,Vorlesung,Wien,8,10,9,True,27,True,False,False
29918,Mann,Vorlesung,Steiermark,2,7,7,True,28,False,True,False
29919,Frau,Projekt,Kärnten,9,8,6,True,23,True,True,True
29920,Frau,Übung,Kärnten,10,3,8,False,21,True,True,True
29921,Frau,Übung,Steiermark,7,10,1,False,30,False,True,False
29922,Mann,Vorlesung,Wien,8,10,3,True,21,True,False,False
29923,Mann,Vorlesung,Steiermark,2,7,4,False,25,True,True,False
29924,Frau,Projekt,Steiermark,2,7,7,True,28,False,True,False
29925,Frau,Übung,Steiermark,9,8,7,False,24,False,True,True
29926,Frau,Übung,Wien,10,3,6,False,31,True,True,True
29927,Mann,Vorlesung,Kärnten,7,10,2,True,31,True,True,True
29928,Frau,Vorlesung,Kärnten,8,10,5,True,23,True,False,False
29929,Frau,Projekt,Steiermark,2,7,7,True,28,False,True,False
29930,Frau,Übung,Steiermark,9,8,0,True,29,True,True,False
29931,Mann,Übung,Wien,10,3,8,False,21,True,True,True
29932,Mann,Vorlesung,Wien,10,10,6,False,26,False,False,True
29933,Mann,Vorlesung,Steiermark,8,0,6,False,26,False,False,True
29934,Frau,Projekt,Kärnten,7,10,5,False,22,False,True,False
29935,Frau,Übung,Kärnten,8,10,6,False,24,False,False,True
29936,Frau,Übung,Steiermark,2,7,8,False,29,True,True,False
29937,Mann,Übung,Kärnten,9,8,8,True,25,True,True,True
29938,Mann,Vorlesung,Kärnten,10,3,5,True,30,False,True,False
29939,Frau,Vorlesung,Steiermark,9,8,5,False,22,False,True,False
29940,Frau,Projekt,Wien,10,10,1,True,21,True,False,False
29941,Frau,Übung,Steiermark,8,0,6,False,26,False,False,True
29942,Mann,Vorlesung,Steiermark,7,10,2,True,31,True,True,False
29943,Mann,Vorlesung,Kärnten,8,10,4,False,22,False,False,False
29944,Frau,Projekt,Steiermark,2,7,7,True,28,False,True,False
29945,Frau,Übung,Steiermark,9,8,8,True,25,True,True,False
29946,Frau,Übung,Wien,10,3,7,True,20,False,True,True
29947,Mann,Vorlesung,Wien,7,10,8,True,25,True,True,True
29948,Mann,Vorlesung,Steiermark,8,10,2,False,20,False,False,True
29949,Frau,Projekt,Kärnten,2,7,6,False,27,True,True,True
29950,Frau,Übung,Kärnten,2,7,6,False,27,True,True,True
29951,Mann,Übung,Steiermark,9,8,4,True,21,True,True,False
29952,Frau,Vorlesung,Wien,10,3,7,True,20,False,True,True
29953,Frau,Vorlesung,Steiermark,7,10,8,True,25,True,True,False
29954,Frau,Projekt,Steiermark,8,10,4,False,22,False,False,False
29955,Mann,Übung,Steiermark,2,7,2,False,23,True,True,False
29956,Frau,Übung,Wien,9,8,1,False,30,False,True,False
29957,Mann,Übung,Kärnten,8,10,0,False,30,False,False,False
29958,Mann,Vorlesung,Kärnten,2,7,5,True,26,False,True,True
29959,Frau,Vorlesung,Steiermark,2,7,3,True,24,False,True,True
29960,Frau,Projekt,Kärnten,9,8,2,True,31,True,True,True
29961,Frau,Übung,Kärnten,10,3,0,False,25,True,True,True
29962,Mann,Vorlesung,Steiermark,7,10,3,False,20,False,True,True
29963,Mann,Vorlesung,Wien,8,10,7,True,25,True,False,False
29964,Frau,Projekt,Steiermark,2,7,9,True,30,False,True,False
29965,Frau,Übung,Steiermark,2,7,4,False,25,True,True,False
29966,Frau,Übung,Steiermark,9,8,3,False,20,False,True,True
29967,Mann,Vorlesung,Wien,10,3,6,False,31,True,True,True
29968,Mann,Vorlesung,Steiermark,10,10,4,False,24,False,False,True
29969,Frau,Projekt,Steiermark,8,0,3,True,23,True,False,False
29970,Frau,Übung,Steiermark,7,10,9,False,26,False,True,True
29971,Frau,Übung,Wien,8,10,1,True,31,True,False,False
29972,Mann,Vorlesung,Kärnten,2,7,5,True,26,False,True,True
29973,Mann,Vorlesung,Kärnten,9,8,6,True,23,True,True,True
29974,Frau,Projekt,Steiermark,10,3,6,False,31,True,True,False
29975,Mann,Übung,Steiermark,9,8,7,False,24,False,True,True
29976,Frau,Übung,Wien,10,10,9,True,29,True,False,False
29977,Frau,Vorlesung,Wien,8,0,2,False,22,False,False,False
29978,Frau,Vorlesung,Steiermark,7,10,6,True,23,True,True,False
29979,Mann,Projekt,Kärnten,8,10,5,True,23,True,False,False
29980,Frau,Übung,Kärnten,2,7,9,True,30,False,True,False
29981,Frau,Übung,Steiermark,9,8,4,True,21,True,True,False
29982,Mann,Vorlesung,Wien,10,3,2,False,27,True,True,True
29983,Mann,Vorlesung,Steiermark,7,10,7,False,24,False,True,True
29984,Frau,Projekt,Steiermark,8,10,1,True,31,True,False,False
29985,Frau,Übung,Steiermark,2,7,2,False,23,True,True,False
29986,Frau,Übung,Wien,2,7,9,True,30,False,True,False
29987,Mann,Vorlesung,Kärnten,9,8,8,True,25,True,True,True
29988,Mann,Vorlesung,Kärnten,10,3,6,False,31,True,True,True
29989,Frau,Projekt,Kärnten,2,7,0,False,21,True,True,True
29990,Frau,Übung,Kärnten,9,8,9,False,26,False,True,True
29991,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
29992,Mann,Vorlesung,Wien,10,10,1,True,21,True,False,False
29993,Mann,Vorlesung,Steiermark,8,0,8,False,28,False,False,False
29994,Frau,Projekt,Steiermark,7,10,7,False,24,False,True,True
29995,Frau,Übung,Kärnten,8,10,2,False,20,False,False,True
29996,Mann,Übung,Steiermark,2,7,4,False,25,True,True,False
29997,Frau,Vorlesung,Wien,9,8,4,True,21,True,True,True
29998,Frau,Vorlesung,Steiermark,10,3,4,False,29,True,True,False
29999,Frau,Projekt,Steiermark,9,8,9,False,26,False,True,True
30000,Mann,Übung,Steiermark,10,10,9,True,29,True,False,False
30001,Frau,Übung,Wien,8,0,8,False,28,False,False,False
30002,Mann,Vorlesung,Kärnten,7,10,0,True,29,True,True,True
30003,Mann,Vorlesung,Kärnten,8,10,7,True,25,True,False,False
30004,Frau,Projekt,Steiermark,2,7,1,True,22,False,True,False
30005,Frau,Übung,Steiermark,9,8,9,False,26,False,True,True
30006,Frau,Übung,Wien,10,3,3,True,28,False,True,False
30007,Mann,Vorlesung,Wien,7,10,8,True,25,True,True,True
30008,Mann,Vorlesung,Steiermark,8,10,1,True,31,True,False,False
30009,Frau,Projekt,Kärnten,2,7,5,True,26,False,True,True
30010,Frau,Übung,Kärnten,2,7,5,True,26,False,True,True
30011,Frau,Übung,Steiermark,9,8,0,True,29,True,True,False
30012,Mann,Vorlesung,Kärnten,10,3,9,True,22,False,True,False
30013,Mann,Vorlesung,Kärnten,7,10,2,True,31,True,True,True
30014,Frau,Projekt,Steiermark,8,10,2,False,20,False,False,True
30015,Mann,Übung,Wien,2,7,2,False,23,True,True,True
30016,Frau,Übung,Steiermark,9,8,3,False,20,False,True,True
30017,Frau,Vorlesung,Steiermark,2,7,9,True,30,False,True,False
30018,Frau,Vorlesung,Kärnten,9,8,3,False,20,False,True,True
30019,Mann,Projekt,Steiermark,10,3,5,True,30,False,True,False
30020,Frau,Übung,Steiermark,7,10,7,False,24,False,True,True
30021,Frau,Übung,Wien,8,10,6,False,24,False,False,True
30022,Mann,Vorlesung,Wien,2,7,0,False,21,True,True,True
30023,Mann,Vorlesung,Steiermark,2,7,6,False,27,True,True,False
30024,Frau,Übung,Kärnten,9,8,1,False,30,False,True,False
30025,Frau,Übung,Kärnten,10,3,2,False,27,True,True,True
30026,Mann,Vorlesung,Steiermark,10,10,9,True,29,True,False,False
30027,Frau,Vorlesung,Wien,8,0,3,True,23,True,False,False
30028,Frau,Projekt,Steiermark,7,10,8,True,25,True,True,False
30029,Frau,Projekt,Steiermark,8,10,9,True,27,True,False,False
30030,Mann,Übung,Steiermark,2,7,0,False,21,True,True,False
30031,Frau,Übung,Wien,9,8,6,True,23,True,True,True
30032,Mann,Vorlesung,Kärnten,10,3,5,True,30,False,True,False
30033,Mann,Vorlesung,Kärnten,9,8,3,False,20,False,True,True
30034,Frau,Projekt,Steiermark,10,10,3,True,23,True,False,False
30035,Frau,Übung,Steiermark,8,0,2,False,22,False,False,False
30036,Mann,Vorlesung,Wien,6,9,5,True,20,False,True,True
30037,Mann,Vorlesung,Steiermark,7,10,3,False,20,False,True,True
30038,Frau,Projekt,Steiermark,6,10,7,True,23,True,False,False
30039,Frau,Übung,Steiermark,5,4,5,False,26,False,True,True
30040,Frau,Übung,Wien,8,8,7,True,23,True,False,False
30041,Mann,Vorlesung,Kärnten,9,5,7,False,21,True,False,False
30042,Mann,Vorlesung,Kärnten,10,7,9,True,26,False,True,True
30043,Frau,Projekt,Steiermark,3,8,6,True,29,True,True,False
30044,Frau,Übung,Steiermark,7,10,2,True,31,True,True,False
30045,Frau,Übung,Wien,8,10,4,False,22,False,False,False
30046,Mann,Vorlesung,Wien,2,7,2,False,23,True,True,True
30047,Mann,Vorlesung,Steiermark,9,8,5,False,22,False,True,False
30048,Frau,Projekt,Kärnten,10,3,8,False,21,True,True,True
30049,Frau,Übung,Steiermark,10,10,1,True,21,True,False,False
30050,Frau,Übung,Steiermark,8,0,6,False,26,False,False,True
30051,Mann,Vorlesung,Wien,9,5,7,False,21,True,False,False
30052,Mann,Vorlesung,Kärnten,10,7,0,False,29,True,True,True
30053,Frau,Projekt,Steiermark,3,8,7,False,30,False,True,False
30054,Frau,Übung,Steiermark,7,10,6,True,23,True,True,False
30055,Frau,Übung,Wien,8,10,7,True,25,True,False,False
30056,Mann,Vorlesung,Kärnten,2,7,6,False,27,True,True,True
30057,Mann,Vorlesung,Kärnten,10,7,5,True,22,False,True,False
30058,Frau,Projekt,Steiermark,3,8,8,True,31,True,True,False
30059,Frau,Übung,Steiermark,7,10,4,True,21,True,True,False
30060,Frau,Übung,Wien,8,10,1,True,31,True,False,False
30061,Mann,Vorlesung,Wien,2,7,7,True,28,False,True,False
30062,Mann,Vorlesung,Steiermark,9,8,0,True,29,True,True,False
30063,Frau,Projekt,Kärnten,10,3,5,True,30,False,True,False
30064,Mann,Übung,Steiermark,10,10,6,False,26,False,False,True
30065,Frau,Übung,Steiermark,8,0,6,False,26,False,False,True
30066,Frau,Vorlesung,Wien,9,5,1,False,27,True,False,False
30067,Frau,Übung,Kärnten,10,7,2,False,31,True,True,True
30068,Mann,Übung,Steiermark,3,8,2,True,25,True,True,False
30069,Frau,Vorlesung,Steiermark,7,10,6,True,23,True,True,False
30070,Frau,Vorlesung,Wien,8,10,4,False,22,False,False,False
30071,Mann,Projekt,Kärnten,3,8,1,False,24,False,True,True
30072,Mann,Vorlesung,Kärnten,7,10,5,False,22,False,True,False
30073,Frau,Projekt,Steiermark,8,10,4,False,22,False,False,False
30074,Frau,Übung,Steiermark,2,7,10,False,31,True,True,False
30075,Frau,Übung,Wien,9,8,9,False,26,False,True,True
30076,Mann,Vorlesung,Wien,10,3,1,True,26,False,True,True
30077,Mann,Vorlesung,Steiermark,10,10,6,False,26,False,False,True
30078,Frau,Projekt,Kärnten,8,0,7,True,27,True,False,False
30079,Frau,Übung,Kärnten,9,5,4,True,30,False,False,False
30080,Frau,Übung,Steiermark,10,7,1,True,30,False,True,False
30081,Mann,Vorlesung,Wien,3,8,1,False,24,False,True,True
30082,Mann,Vorlesung,Steiermark,7,10,2,True,31,True,True,False
30083,Frau,Projekt,Steiermark,8,10,3,True,21,True,False,False
30084,Frau,Übung,Steiermark,2,7,3,True,24,False,True,True
30085,Frau,Übung,Steiermark,10,7,3,True,20,False,True,True
30086,Mann,Vorlesung,Wien,3,8,3,False,26,False,True,True
30087,Mann,Vorlesung,Kärnten,7,10,5,False,22,False,True,False
30088,Frau,Projekt,Steiermark,8,10,5,True,23,True,False,False
30089,Frau,Übung,Steiermark,2,7,4,False,25,True,True,False
30090,Frau,Übung,Wien,9,8,9,False,26,False,True,True
30091,Mann,Vorlesung,Wien,10,3,9,True,22,False,True,False
30092,Mann,Vorlesung,Steiermark,10,10,8,False,28,False,False,False
30093,Frau,Projekt,Kärnten,8,0,5,True,25,True,False,False
30094,Frau,Übung,Kärnten,9,5,0,True,26,False,False,True
30095,Frau,Übung,Steiermark,2,7,7,True,28,False,True,False
30096,Mann,Vorlesung,Wien,9,8,0,True,29,True,True,True
30097,Mann,Vorlesung,Steiermark,10,3,2,False,27,True,True,False
30098,Frau,Übung,Steiermark,10,10,5,True,25,True,False,False
30099,Frau,Übung,Steiermark,8,0,7,True,27,True,False,False
30100,Frau,Vorlesung,Wien,9,5,8,True,22,False,False,False
30101,Mann,Vorlesung,Kärnten,10,7,7,True,24,False,True,True
30102,Mann,Projekt,Kärnten,3,8,7,False,30,False,True,False
30103,Frau,Projekt,Steiermark,7,10,7,False,24,False,True,True
30104,Frau,Übung,Steiermark,8,10,5,True,23,True,False,False
30105,Frau,Übung,Wien,3,8,7,False,30,False,True,False
30106,Mann,Vorlesung,Wien,7,10,6,True,23,True,True,True
30107,Mann,Vorlesung,Steiermark,8,10,7,True,25,True,False,False
30108,Frau,Projekt,Kärnten,2,7,3,True,24,False,True,True
30109,Mann,Übung,Kärnten,9,8,2,True,31,True,True,True
30110,Frau,Übung,Steiermark,10,3,4,False,29,True,True,False
30111,Frau,Vorlesung,Wien,10,10,9,True,29,True,False,False
30112,Frau,Vorlesung,Steiermark,8,0,4,False,24,False,False,True
30113,Mann,Projekt,Steiermark,9,8,9,False,26,False,True,True
30114,Frau,Übung,Steiermark,10,3,10,False,23,True,True,False
30115,Frau,Übung,Wien,10,10,3,True,23,True,False,False
30116,Mann,Übung,Kärnten,8,0,9,True,29,True,False,False
30117,Mann,Übung,Kärnten,9,5,8,True,22,False,False,False
30118,Frau,Vorlesung,Steiermark,2,7,8,False,29,True,True,False
30119,Frau,Vorlesung,Steiermark,9,8,1,False,30,False,True,False
30120,Frau,Projekt,Wien,10,3,9,True,22,False,True,False
30121,Mann,Vorlesung,Wien,10,10,0,False,20,False,False,True
30122,Mann,Vorlesung,Steiermark,8,0,10,False,30,False,False,False
30123,Frau,Projekt,Kärnten,9,5,7,False,21,True,False,False
30124,Frau,Übung,Kärnten,10,7,8,False,25,True,True,True
30125,Frau,Übung,Steiermark,3,8,7,False,30,False,True,False
30126,Mann,Vorlesung,Steiermark,7,10,7,False,24,False,True,True
30127,Mann,Vorlesung,Steiermark,8,10,5,True,23,True,False,False
30128,Frau,Projekt,Wien,3,8,8,True,31,True,True,True
30129,Frau,Übung,Kärnten,7,10,9,False,26,False,True,True
30130,Frau,Übung,Wien,8,10,0,False,30,False,False,False
30131,Mann,Vorlesung,Kärnten,9,5,3,False,29,True,False,False
30132,Mann,Vorlesung,Kärnten,10,7,4,False,21,True,True,True
30133,Frau,Projekt,Steiermark,3,8,0,True,23,True,True,False
30134,Frau,Übung,Steiermark,7,10,6,True,23,True,True,False
30135,Frau,Übung,Steiermark,8,10,3,True,21,True,False,False
30136,Mann,Vorlesung,Steiermark,3,8,6,True,29,True,True,False
30137,Mann,Vorlesung,Wien,7,10,9,False,26,False,True,True
30138,Frau,Projekt,Kärnten,8,10,4,False,22,False,False,False
30139,Frau,Übung,Kärnten,2,7,9,True,30,False,True,False
30140,Frau,Übung,Steiermark,9,8,6,True,23,True,True,False
30141,Mann,Übung,Wien,10,3,4,False,29,True,True,True
30142,Mann,Vorlesung,Steiermark,10,10,7,True,27,True,False,False
30143,Frau,Vorlesung,Steiermark,8,0,2,False,22,False,False,False
30144,Frau,Projekt,Steiermark,9,8,6,True,23,True,True,False
30145,Frau,Übung,Wien,10,3,6,False,31,True,True,True
30146,Mann,Vorlesung,Kärnten,10,10,1,True,21,True,False,False
30147,Mann,Vorlesung,Kärnten,8,0,9,True,29,True,False,False
30148,Frau,Projekt,Steiermark,9,5,4,True,30,False,False,False
30149,Frau,Übung,Steiermark,2,7,2,False,23,True,True,False
30150,Frau,Übung,Wien,9,8,2,True,31,True,True,True
30151,Mann,Vorlesung,Steiermark,10,3,6,False,31,True,True,False
30152,Mann,Vorlesung,Steiermark,10,10,2,False,22,False,False,False
30153,Frau,Projekt,Wien,8,0,9,True,29,True,False,False
30154,Frau,Übung,Kärnten,9,5,8,True,22,False,False,False
30155,Frau,Übung,Steiermark,10,7,7,True,24,False,True,True
30156,Mann,Vorlesung,Steiermark,3,8,6,True,29,True,True,False
30157,Mann,Vorlesung,Wien,7,10,7,False,24,False,True,True
30158,Frau,Projekt,Kärnten,8,10,3,True,21,True,False,False
30159,Frau,Übung,Steiermark,3,8,5,False,28,False,True,False
30160,Frau,Übung,Wien,7,10,1,False,30,False,True,False
30161,Mann,Vorlesung,Kärnten,8,10,9,True,27,True,False,False
30162,Mann,Vorlesung,Kärnten,10,10,9,True,29,True,False,False
30163,Frau,Projekt,Steiermark,8,0,3,True,23,True,False,False
30164,Frau,Übung,Steiermark,9,5,5,False,31,True,False,False
30165,Mann,Übung,Wien,10,7,4,False,21,True,True,True
30166,Frau,Vorlesung,Wien,3,8,3,False,26,False,True,True
30167,Frau,Vorlesung,Steiermark,7,10,4,True,21,True,True,False
30168,Frau,Projekt,Kärnten,8,10,10,False,28,False,False,False
30169,Mann,Übung,Kärnten,3,8,5,False,28,False,True,False
30170,Frau,Übung,Steiermark,7,10,6,True,23,True,True,False
30171,Mann,Vorlesung,Wien,8,10,2,False,20,False,False,True
30172,Mann,Vorlesung,Steiermark,9,5,8,True,22,False,False,False
30173,Frau,Projekt,Steiermark,10,7,9,True,26,False,True,True
30174,Frau,Übung,Steiermark,3,8,5,False,28,False,True,False
30175,Frau,Übung,Wien,7,10,8,True,25,True,True,True
30176,Mann,Vorlesung,Kärnten,8,10,1,True,31,True,False,False
30177,Mann,Vorlesung,Kärnten,3,8,5,False,28,False,True,False
30178,Frau,Projekt,Steiermark,7,10,8,True,25,True,True,False
30179,Frau,Übung,Steiermark,8,10,0,False,30,False,False,False
30180,Mann,Übung,Wien,2,7,6,False,27,True,True,True
30181,Frau,Vorlesung,Wien,9,8,6,True,23,True,True,True
30182,Frau,Vorlesung,Steiermark,10,3,8,False,21,True,True,False
30183,Frau,Projekt,Kärnten,10,10,10,False,30,False,False,False
30184,Mann,Übung,Kärnten,8,0,8,False,28,False,False,False
30185,Frau,Übung,Wien,9,8,5,False,22,False,True,False
30186,Mann,Vorlesung,Wien,10,3,2,False,27,True,True,True
30187,Mann,Vorlesung,Steiermark,10,10,6,False,26,False,False,True
30188,Frau,Projekt,Kärnten,8,0,7,True,27,True,False,False
30189,Frau,Übung,Kärnten,9,5,1,False,27,True,False,False
30190,Frau,Übung,Steiermark,2,7,1,True,22,False,True,False
30191,Mann,Übung,Kärnten,9,8,10,True,27,True,True,True
30192,Mann,Vorlesung,Kärnten,10,3,1,True,26,False,True,True
30193,Frau,Vorlesung,Steiermark,10,10,2,False,22,False,False,False
30194,Frau,Projekt,Steiermark,8,0,7,True,27,True,False,False
30195,Frau,Übung,Wien,9,5,2,True,28,False,False,False
30196,Mann,Vorlesung,Wien,10,7,2,False,31,True,True,True
30197,Mann,Vorlesung,Steiermark,3,8,0,True,23,True,True,False
30198,Frau,Projekt,Kärnten,7,10,9,False,26,False,True,True
30199,Frau,Übung,Kärnten,8,10,3,True,21,True,False,False
30200,Frau,Übung,Steiermark,3,8,1,False,24,False,True,True
30201,Mann,Vorlesung,Wien,7,10,2,True,31,True,True,True
30202,Mann,Vorlesung,Steiermark,8,10,7,True,25,True,False,False
30203,Frau,Projekt,Steiermark,6,9,5,True,20,False,True,True
30204,Mann,Übung,Steiermark,7,10,0,True,29,True,True,False
30205,Frau,Übung,Wien,6,10,2,False,30,False,False,False
30206,Frau,Übung,Kärnten,5,4,7,False,28,False,True,False
30207,Frau,Übung,Kärnten,8,8,5,True,21,True,False,False
30208,Mann,Vorlesung,Steiermark,9,5,3,False,29,True,False,False
30209,Frau,Vorlesung,Wien,10,7,0,False,29,True,True,True
30210,Frau,Projekt,Wien,3,8,8,True,31,True,True,True
30211,Mann,Vorlesung,Steiermark,7,10,5,False,22,False,True,False
30212,Mann,Vorlesung,Kärnten,8,10,7,True,25,True,False,False
30213,Frau,Projekt,Kärnten,2,7,8,False,29,True,True,True
30214,Frau,Übung,Steiermark,9,8,4,True,21,True,True,False
30215,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
30216,Mann,Vorlesung,Wien,10,10,2,False,22,False,False,False
30217,Mann,Vorlesung,Steiermark,8,0,6,False,26,False,False,True
30218,Frau,Projekt,Steiermark,9,5,9,False,23,True,False,False
30219,Frau,Übung,Steiermark,10,7,2,False,31,True,True,False
30220,Frau,Übung,Wien,3,8,3,False,26,False,True,True
30221,Mann,Vorlesung,Kärnten,7,10,3,False,20,False,True,True
30222,Mann,Vorlesung,Kärnten,8,10,9,True,27,True,False,False
30223,Frau,Übung,Steiermark,2,7,6,False,27,True,True,False
30224,Frau,Übung,Steiermark,10,7,2,False,31,True,True,False
30225,Mann,Vorlesung,Wien,3,8,8,True,31,True,True,True
30226,Frau,Vorlesung,Wien,7,10,4,True,21,True,True,True
30227,Frau,Projekt,Steiermark,8,10,9,True,27,True,False,False
30228,Frau,Projekt,Kärnten,2,7,8,False,29,True,True,True
30229,Mann,Übung,Kärnten,9,8,7,False,24,False,True,True
30230,Frau,Übung,Steiermark,10,3,6,False,31,True,True,False
30231,Mann,Vorlesung,Wien,10,10,4,False,24,False,False,True
30232,Mann,Vorlesung,Wien,8,0,5,True,25,True,False,False
30233,Frau,Projekt,Steiermark,9,5,9,False,23,True,False,False
30234,Frau,Übung,Kärnten,10,7,8,False,25,True,True,True
30235,Frau,Übung,Kärnten,3,8,6,True,29,True,True,True
30236,Mann,Vorlesung,Steiermark,7,10,5,False,22,False,True,False
30237,Mann,Vorlesung,Kärnten,8,10,8,False,26,False,False,True
30238,Frau,Projekt,Steiermark,3,8,6,True,29,True,True,False
30239,Frau,Übung,Steiermark,7,10,0,True,29,True,True,False
30240,Frau,Übung,Wien,8,10,6,False,24,False,False,True
30241,Mann,Vorlesung,Wien,2,7,9,True,30,False,True,False
30242,Mann,Vorlesung,Steiermark,9,8,7,False,24,False,True,True
30243,Frau,Projekt,Kärnten,10,3,6,False,31,True,True,True
30244,Frau,Übung,Kärnten,10,10,7,True,27,True,False,False
30245,Frau,Übung,Steiermark,8,0,8,False,28,False,False,False
30246,Mann,Vorlesung,Wien,9,5,7,False,21,True,False,False
30247,Mann,Vorlesung,Steiermark,10,7,5,True,22,False,True,False
30248,Frau,Projekt,Wien,3,8,0,True,23,True,True,True
30249,Mann,Übung,Wien,7,10,6,True,23,True,True,True
30250,Frau,Übung,Steiermark,8,10,1,True,31,True,False,False
30251,Frau,Vorlesung,Kärnten,2,7,3,True,24,False,True,True
30252,Frau,Vorlesung,Kärnten,10,7,1,True,30,False,True,False
30253,Mann,Projekt,Steiermark,3,8,1,False,24,False,True,True
30254,Frau,Übung,Steiermark,7,10,6,True,23,True,True,False
30255,Frau,Übung,Wien,8,10,7,True,25,True,False,False
30256,Mann,Vorlesung,Wien,2,7,5,True,26,False,True,True
30257,Mann,Vorlesung,Steiermark,9,8,8,True,25,True,True,False
30258,Frau,Übung,Kärnten,10,3,3,True,28,False,True,False
30259,Frau,Übung,Kärnten,10,10,8,False,28,False,False,False
30260,Frau,Vorlesung,Steiermark,8,0,3,True,23,True,False,False
30261,Mann,Vorlesung,Wien,9,5,4,True,30,False,False,False
30262,Mann,Projekt,Steiermark,2,7,2,False,23,True,True,False
30263,Frau,Projekt,Steiermark,9,8,6,True,23,True,True,False
30264,Frau,Übung,Steiermark,10,3,9,True,22,False,True,False
30265,Frau,Übung,Wien,10,10,1,True,21,True,False,False
30266,Mann,Vorlesung,Kärnten,8,0,6,False,26,False,False,True
30267,Mann,Vorlesung,Kärnten,9,5,2,True,28,False,False,False
30268,Frau,Projekt,Steiermark,10,7,1,True,30,False,True,False
30269,Frau,Übung,Steiermark,3,8,4,True,27,True,True,False
30270,Frau,Übung,Wien,7,10,3,False,20,False,True,True
30271,Mann,Vorlesung,Wien,8,10,2,False,20,False,False,True
30272,Mann,Vorlesung,Wien,3,8,9,False,20,False,True,True
30273,Frau,Projekt,Steiermark,7,10,2,True,31,True,True,False
30274,Frau,Übung,Kärnten,8,10,4,False,22,False,False,False
30275,Frau,Übung,Kärnten,2,7,9,True,30,False,True,False
30276,Mann,Vorlesung,Steiermark,9,8,7,False,24,False,True,True
30277,Mann,Vorlesung,Wien,10,3,7,True,20,False,True,True
30278,Frau,Projekt,Steiermark,10,10,5,True,25,True,False,False
30279,Frau,Übung,Steiermark,8,0,5,True,25,True,False,False
30280,Frau,Übung,Wien,9,8,1,False,30,False,True,False
30281,Mann,Vorlesung,Kärnten,10,3,2,False,27,True,True,True
30282,Mann,Vorlesung,Kärnten,10,10,1,True,21,True,False,False
30283,Frau,Projekt,Steiermark,8,0,7,True,27,True,False,False
30284,Frau,Übung,Steiermark,9,5,9,False,23,True,False,False
30285,Frau,Übung,Wien,2,7,10,False,31,True,True,True
30286,Mann,Vorlesung,Wien,9,8,8,True,25,True,True,True
30287,Mann,Vorlesung,Steiermark,10,3,4,False,29,True,True,False
30288,Frau,Projekt,Kärnten,10,10,9,True,29,True,False,False
